id,clonesize,honeybee,bumbles,andrena,osmia,MaxOfUpperTRange,AverageOfUpperTRange,RainingDays,fruitset,fruitmass,seeds,yield
11887,12.5,0.25,0.38,0.38,0.5,86,71.9,16,0.578556842,0.482227496,40.18721608,7400.77538
11888,12.5,0.25,0.38,0.5,0.75,77.4,64.7,1,0.627442488,0.513260507,43.33471751,8307.38018
11889,12.5,0.25,0.25,0.38,0.75,94.6,79,16,0.608344644,0.504056677,42.48753914,7945.18784
11890,25,0.5,0.25,0.63,0.5,69.7,58.2,1,0.574989422,0.469892556,39.33656697,7443.62446
11891,25,0.5,0.25,0.5,0.63,69.7,58.2,34,0.566413581,0.466453575,40.03764422,7415.89441
11892,12.5,0.25,0.25,0.5,0.5,86,71.9,24,0.396762494,0.395893563,30.79125626,4079.91244
11893,25,0.5,0.38,0.5,0.5,77.4,64.7,1,0.564981991,0.466498199,37.78237359,6543.97182
11894,12.5,0.25,0.25,0.75,0.75,77.4,64.7,1,0.58492102,0.488005014,40.33593654,7608.62182
11895,25,0.5,0.38,0.63,0.5,94.6,79,16,0.588987285,0.482859526,40.55976952,7479.93417
11896,12.5,0.25,0.25,0.63,0.75,77.4,64.7,16,0.592156153,0.486003684,40.54582537,7888.41493
11897,12.5,0.25,0.25,0.38,0.75,86,71.9,1,0.611725787,0.502740901,42.59849195,7878.81768
11898,12.5,0.25,0.25,0.38,0.5,77.4,64.7,1,0.576469662,0.485912698,39.8226933,7122.49056
11899,25,0.5,0.25,0.5,0.5,69.7,58.2,34,0.378917495,0.38126925,29.13659362,3385.148
11900,25,0.5,0.25,0.38,0.5,94.6,79,16,0.467569149,0.429710486,33.97877886,5009.96222
11901,25,0.25,0.25,0.25,0.25,77.4,64.7,24,0.379906235,0.395893563,30.5797224,4203.02762
11902,25,0.5,0.38,0.5,0.5,86,71.9,24,0.569329938,0.492820232,42.59849195,7878.81768
11903,12.5,0.25,0.25,0.25,0.25,94.6,79,16,0.517721232,0.454160581,36.21076317,6394.07791
11904,25,0.5,0.38,0.5,0.63,77.4,64.7,24,0.407072571,0.402226397,31.10161493,4336.10096
11905,12.5,0.25,0.25,0.5,0.63,86,71.9,1,0.514537018,0.463058596,37.44044874,6621.25081
11906,25,0.5,0.25,0.38,0.5,86,71.9,34,0.370946044,0.364725785,28.28409524,3826.17226
11907,12.5,0.25,0.25,0.38,0.38,86,71.9,16,0.447668818,0.423246366,33.12590428,4850.03746
11908,25,0.5,0.25,0.63,0.5,69.7,58.2,16,0.496618271,0.438095887,34.62976419,6034.64214
11909,25,0.25,0.25,0.5,0.5,77.4,64.7,34,0.403310637,0.406869398,31.64262219,4290.96488
11910,25,0.5,0.25,0.5,0.75,77.4,64.7,34,0.572725923,0.488568502,40.35118636,7667.83619
11911,25,0.5,0.25,0.38,0.75,86,71.9,24,0.450102564,0.401067837,32.09005649,4899.11899
11912,25,0.5,0.38,0.38,0.75,77.4,64.7,16,0.566350244,0.471189418,39.98873363,6598.85404
11913,12.5,0.25,0.25,0.25,0.38,94.6,79,24,0.447668818,0.426371416,33.31223192,4968.60117
11914,25,0.5,0.25,0.5,0.63,69.7,58.2,16,0.465538066,0.403129918,32.5102476,5747.56017
11915,25,0.5,0.25,0.5,0.5,77.4,64.7,24,0.490320807,0.451546571,36.14878201,5864.12845
11916,12.5,0.25,0.25,0.25,0.25,94.6,79,16,0.552926828,0.46935993,35.13495468,6626.8515
11917,25,0.5,0.38,0.5,0.75,86,71.9,1,0.542163836,0.462462315,37.81761708,6394.07791
11918,25,0.5,0.38,0.38,0.5,86,71.9,34,0.463097152,0.435203234,34.0390339,5150.94289
11919,25,0.5,0.25,0.63,0.63,94.6,79,34,0.372318474,0.399556226,29.46743356,3385.36422
11920,25,0.5,0.38,0.5,0.5,86,71.9,34,0.390657895,0.377915162,29.80390835,4232.76231
11921,25,0.5,0.25,0.63,0.63,77.4,64.7,24,0.524577301,0.460305334,37.29886067,6239.53349
11922,12.5,0.25,0.25,0.38,0.63,86,71.9,1,0.599023157,0.479866804,36.01862394,6779.98166
11923,37.5,0.25,0.25,0.25,0.25,69.7,58.2,24,0.488485703,0.418219535,33.12546719,5865.38472
11924,25,0.5,0.25,0.75,0.5,94.6,79,34,0.496270554,0.445134287,35.98855463,4913.22292
11925,12.5,0.25,0.25,0.75,0.75,86,71.9,16,0.542170237,0.472521274,38.53456885,5862.80545
11926,25,0.5,0.25,0.38,0.63,77.4,64.7,24,0.498952193,0.450886886,36.46620322,5867.99722
11927,12.5,0.25,0.38,0.38,0.5,69.7,58.2,24,0.542133036,0.452143551,36.82658691,7411.17457
11928,12.5,0.25,0.25,0.25,0.5,69.7,58.2,16,0.641617746,0.487075422,45.40338621,8711.20896
11929,25,0.5,0.25,0.38,0.5,94.6,79,1,0.455384537,0.424609234,33.31223192,5136.93247
11930,25,0.5,0.38,0.5,0.5,69.7,58.2,24,0.340822336,0.373012567,28.80786754,3662.18313
11931,12.5,0.25,0.25,0.5,0.5,69.7,58.2,1,0.619887727,0.50404651,41.97181605,7825.87492
11932,25,0.25,0.25,0.25,0.38,77.4,64.7,1,0.447668818,0.398255665,31.92881551,4802.6043
11933,12.5,0.25,0.25,0.38,0.5,69.7,58.2,1,0.520587192,0.435291285,36.61704886,6735.24371
11934,25,0.5,0.25,0.75,0.63,77.4,64.7,1,0.50831235,0.457845739,36.01355721,6072.83443
11935,25,0.5,0.25,0.75,0.5,77.4,64.7,24,0.429092481,0.401067837,31.00460557,4503.16186
11936,12.5,0.25,0.25,0.5,0.75,94.6,79,24,0.612633396,0.510575061,43.68715255,8116.53175
11937,12.5,0.25,0.25,0.38,0.75,69.7,58.2,34,0.566645314,0.468904437,38.1617313,6848.62622
11938,25,0.5,0.38,0.5,0.75,69.7,58.2,16,0.498657334,0.449306369,36.97636061,6093.31527
11939,25,0.5,0.38,0.5,0.5,94.6,79,24,0.524577301,0.460795368,37.03329756,6107.38247
11940,12.5,0.25,0.25,0.25,0.5,69.7,58.2,34,0.46424992,0.402182926,34.13758465,5377.27086
11941,12.5,0.25,0.25,0.38,0.63,69.7,58.2,34,0.393394771,0.393781726,31.59741611,4493.64409
11942,12.5,0.25,0.25,0.25,0.75,77.4,64.7,1,0.545094508,0.443889013,37.97024343,6628.76363
11943,25,0.5,0.25,0.75,0.75,77.4,64.7,1,0.492809568,0.441974474,35.92331365,6595.45629
11944,25,0.5,0.25,0.75,0.5,69.7,58.2,34,0.42213693,0.389204379,30.29666322,4245.28573
11945,12.5,0.25,0.25,0.63,0.5,69.7,58.2,24,0.520587192,0.433195442,36.16966007,6394.07791
11946,12.5,0.25,0.25,0.25,0.38,77.4,64.7,16,0.525063322,0.466474508,36.88084855,6994.24801
11947,12.5,0.25,0.25,0.38,0.75,86,71.9,16,0.590337413,0.497864974,41.61500537,7235.77564
11948,12.5,0.25,0.25,0.25,0.25,77.4,64.7,1,0.517169415,0.464066853,34.87598919,5852.8742
11949,12.5,0.25,0.25,0.5,0.75,86,71.9,16,0.527308548,0.460305334,37.81761708,6318.70872
11950,12.5,0.25,0.25,0.38,0.63,77.4,64.7,24,0.571708025,0.481173502,39.12726257,7175.06898
11951,12.5,0.25,0.25,0.63,0.75,86,71.9,1,0.587319779,0.482859526,40.11817697,7425.75194
11952,25,0.5,0.25,0.75,0.63,94.6,79,34,0.498696418,0.442789316,34.76957798,5882.96562
11953,12.5,0.25,0.25,0.25,0.5,77.4,64.7,24,0.583378727,0.481279313,40.81318096,6986.80996
11954,12.5,0.25,0.38,0.5,0.75,94.6,79,1,0.569329938,0.487075422,40.33593654,7588.36096
11955,25,0.5,0.25,0.63,0.5,86,71.9,16,0.442626748,0.427177542,33.97729329,5329.2632
11956,12.5,0.25,0.25,0.38,0.38,94.6,79,24,0.459356717,0.40878935,31.66559817,5834.98164
11957,12.5,0.25,0.25,0.25,0.25,69.7,58.2,24,0.489326401,0.417908804,35.88512085,6503.27204
11958,12.5,0.25,0.25,0.38,0.63,86,71.9,1,0.58704878,0.495898084,40.33534199,7284.81478
11959,12.5,0.25,0.25,0.25,0.38,86,71.9,34,0.403476889,0.40878935,31.86773783,4112.89349
11960,25,0.5,0.25,0.63,0.5,94.6,79,34,0.468921469,0.416537797,34.72483444,5711.85174
11961,25,0.5,0.38,0.5,0.63,77.4,64.7,34,0.447040787,0.426240102,33.3039002,5150.94289
11962,25,0.5,0.25,0.5,0.63,86,71.9,1,0.532303678,0.466492143,37.71251297,7637.63338
11963,12.5,0.25,0.25,0.75,0.5,77.4,64.7,16,0.576589776,0.488112101,39.81661146,7998.35059
11964,12.5,0.25,0.25,0.75,0.75,77.4,64.7,34,0.583697575,0.482227496,40.82972076,7441.50942
11965,12.5,0.25,0.25,0.5,0.63,86,71.9,34,0.492814967,0.445071322,35.51371293,5720.72316
11966,25,0.5,0.25,0.5,0.5,94.6,79,16,0.392540298,0.39248084,30.68639758,3968.33018
11967,12.5,0.25,0.25,0.75,0.5,94.6,79,16,0.520180895,0.460796109,37.53578671,6520.8976
11968,12.5,0.25,0.25,0.5,0.75,94.6,79,1,0.572046486,0.483787993,39.23411184,7174.6649
11969,37.5,0.75,0.25,0.25,0.25,86,71.9,1,0.489326401,0.449545727,35.52053432,5531.35174
11970,25,0.5,0.38,0.5,0.5,94.6,79,34,0.449195313,0.449545727,35.09473308,5004.15434
11971,12.5,0.25,0.25,0.75,0.63,94.6,79,1,0.594364445,0.492693356,41.71941614,7829.47294
11972,25,0.5,0.38,0.5,0.63,77.4,64.7,1,0.429580755,0.417545412,31.90931611,4905.49871
11973,12.5,0.25,0.25,0.63,0.63,69.7,58.2,16,0.575589557,0.486816771,39.98873363,7804.62795
11974,25,0.5,0.38,0.5,0.5,86,71.9,16,0.511413154,0.460796109,37.30376378,6131.30938
11975,25,0.5,0.38,0.38,0.5,77.4,64.7,24,0.424778393,0.409438226,31.44841986,4357.82292
11976,12.5,0.25,0.25,0.5,0.75,94.6,79,1,0.603524723,0.494864674,41.54582537,7628.6476
11977,25,0.5,0.25,0.38,0.75,86,71.9,24,0.451291733,0.423865656,33.48611213,4968.60117
11978,25,0.5,0.38,0.5,0.75,69.7,58.2,24,0.462752296,0.426240102,34.94019505,5356.87186
11979,25,0.5,0.38,0.5,0.75,86,71.9,24,0.41985138,0.409033913,31.86773783,5837.21503
11980,25,0.5,0.38,0.5,0.75,77.4,64.7,33,0.334593591,0.335338738,27.71977169,3276.36206
11981,12.5,0.25,0.25,0.38,0.75,77.4,64.7,34,0.407072571,0.401931944,32.29905902,4696.44394
11982,12.5,0.25,0.38,0.5,0.75,77.4,64.7,16,0.631033926,0.520003767,44.56159301,7181.42522
11983,12.5,0.25,0.25,0.63,0.5,94.6,79,24,0.466109593,0.424874062,34.5252582,5393.56434
11984,25,0.25,0.25,0.38,0.38,86,71.9,16,0.444254359,0.425331523,33.95797729,5898.01573
11985,25,0.25,0.25,0.25,0.25,69.7,58.2,24,0.511750776,0.452143551,36.6742427,5005.32997
11986,12.5,0.25,0.25,0.75,0.63,69.7,58.2,16,0.569329938,0.468896154,38.84880688,6752.17704
11987,12.5,0.25,0.25,0.25,0.25,86,71.9,16,0.507748656,0.45952792,36.55432716,6493.63712
11988,25,0.5,0.38,0.38,0.5,86,71.9,1,0.587319779,0.492641907,40.86547798,7521.71436
11989,12.5,0.25,0.25,0.25,0.38,86,71.9,16,0.58272491,0.492820232,41.73066669,7555.17159
11990,25,0.5,0.25,0.75,0.5,94.6,79,16,0.507541905,0.450498441,36.69768447,6102.76282
11991,12.5,0.25,0.25,0.5,0.75,69.7,58.2,16,0.57131613,0.46935993,39.22848885,7690.1749
11992,25,0.5,0.38,0.38,0.75,77.4,64.7,1,0.544066693,0.473088807,38.6454264,7130.83001
11993,25,0.5,0.38,0.5,0.5,69.7,58.2,1,0.532482559,0.440241496,36.99403039,7181.42522
11994,25,0.5,0.38,0.5,0.63,69.7,58.2,34,0.391964935,0.39604355,31.79765098,3968.33018
11995,12.5,0.25,0.38,0.5,0.75,94.6,79,24,0.470593127,0.423927032,33.87425241,5126.99318
11996,12.5,0.25,0.25,0.63,0.75,69.7,58.2,24,0.50476135,0.424874062,35.97225667,5601.20531
11997,25,0.5,0.25,0.5,0.75,69.7,58.2,24,0.480072982,0.411546877,34.3041215,5498.46022
11998,12.5,0.25,0.38,0.5,0.75,94.6,79,34,0.379102775,0.394461774,30.66218699,3968.33018
11999,12.5,0.25,0.38,0.38,0.5,69.7,58.2,1,0.546174929,0.459101737,37.97024343,7406.90248
12000,25,0.5,0.25,0.5,0.63,94.6,79,24,0.364564858,0.394971427,29.80324762,3680.56025
12001,25,0.5,0.25,0.38,0.63,69.7,58.2,1,0.459087683,0.402105764,31.26836507,6026.06365
12002,12.5,0.25,0.25,0.38,0.25,77.4,64.7,16,0.509001253,0.450692194,36.14089874,6821.8081
12003,25,0.5,0.25,0.63,0.63,86,71.9,34,0.408178454,0.382702852,30.68639758,4305.51182
12004,25,0.5,0.25,0.63,0.75,86,71.9,16,0.544066693,0.463064582,37.33661143,6500.09778
12005,25,0.5,0.25,0.75,0.5,94.6,79,34,0.489823352,0.440298814,35.56261102,5773.62581
12006,25,0.5,0.25,0.75,0.75,69.7,58.2,24,0.543968929,0.417908804,37.72210168,7136.98445
12007,12.5,0.25,0.38,0.38,0.5,77.4,64.7,1,0.609612922,0.506852617,42.40950749,7101.75783
12008,25,0.5,0.25,0.63,0.75,69.7,58.2,16,0.509001253,0.437062839,35.72483444,6131.30938
12009,12.5,0.25,0.38,0.63,0.5,69.7,58.2,1,0.623063206,0.530933466,45.80306982,7576.39253
12010,25,0.5,0.25,0.5,0.63,77.4,64.7,1,0.455340281,0.438514042,34.76957798,4952.01304
12011,12.5,0.25,0.25,0.75,0.63,86,71.9,16,0.567975637,0.463669269,37.07093657,6614.21931
12012,12.5,0.25,0.25,0.25,0.75,77.4,64.7,24,0.5138891,0.459420676,37.27456885,6645.56998
12013,25,0.5,0.38,0.5,0.5,69.7,58.2,24,0.532704207,0.460796109,37.53578671,6569.24967
12014,12.5,0.25,0.25,0.25,0.25,94.6,79,1,0.607690073,0.510839162,30.68639758,8969.40184
12015,12.5,0.25,0.25,0.25,0.38,94.6,79,34,0.461575073,0.428118259,33.26713681,4560.22361
12016,25,0.5,0.25,0.38,0.63,94.6,79,16,0.506346175,0.45370258,36.68541263,6060.28382
12017,12.5,0.25,0.25,0.25,0.63,94.6,79,1,0.530916639,0.482874674,40.33593654,6608.04163
12018,25,0.5,0.25,0.75,0.75,94.6,79,16,0.467905283,0.439422701,34.13758465,5154.97591
12019,12.5,0.25,0.25,0.5,0.5,86,71.9,24,0.384610827,0.401506621,30.7671091,3837.51296
12020,12.5,0.25,0.38,0.38,0.75,77.4,64.7,24,0.532327877,0.463806532,37.7247238,6482.70572
12021,25,0.5,0.38,0.38,0.75,86,71.9,16,0.494906594,0.447536765,35.55891105,6491.22353
12022,25,0.5,0.38,0.5,0.63,86,71.9,16,0.480072982,0.447157374,34.60429153,4920.13663
12023,12.5,0.25,0.25,0.5,0.5,77.4,64.7,16,0.501777434,0.45370258,36.61704886,6060.64149
12024,12.5,0.25,0.38,0.5,0.63,69.7,58.2,1,0.566319234,0.457845739,41.21921269,7548.34706
12025,25,0.5,0.25,0.5,0.5,69.7,58.2,24,0.450102564,0.40166998,32.41723682,5322.84043
12026,12.5,0.25,0.38,0.38,0.63,69.7,58.2,1,0.597060641,0.492641907,41.25028935,7626.61733
12027,25,0.5,0.38,0.5,0.5,69.7,58.2,1,0.451910565,0.40248084,32.69048728,5750.88107
12028,12.5,0.25,0.25,0.25,0.5,94.6,79,24,0.48180056,0.447536765,35.48700839,5217.13976
12029,12.5,0.25,0.38,0.38,0.5,77.4,64.7,16,0.508104246,0.456826317,36.69768447,6254.82922
12030,25,0.5,0.25,0.63,0.63,77.4,64.7,34,0.463097152,0.430358895,35.97225667,5199.79211
12031,25,0.5,0.38,0.38,0.5,94.6,79,16,0.555726691,0.479607332,39.15823782,7406.90248
12032,12.5,0.25,0.38,0.38,0.63,69.7,58.2,16,0.546259537,0.452027468,36.88084855,6757.07366
12033,12.5,0.25,0.25,0.75,0.75,69.7,58.2,1,0.585065655,0.485989695,39.23411184,7064.16978
12034,12.5,0.25,0.25,0.75,0.63,94.6,79,1,0.572725923,0.488568502,39.58916872,7340.46077
12035,12.5,0.25,0.38,0.5,0.63,69.7,58.2,16,0.532227877,0.447157374,37.96686445,7293.53617
12036,12.5,0.25,0.25,0.63,0.63,77.4,64.7,1,0.594836828,0.495912854,40.84238532,7290.10652
12037,25,0.5,0.25,0.5,0.63,86,71.9,16,0.506793789,0.460322355,37.71251297,6254.82922
12038,25,0.5,0.25,0.38,0.5,94.6,79,34,0.439423956,0.423246366,33.60574758,5424.12351
12039,25,0.5,0.25,0.5,0.75,94.6,79,1,0.542133036,0.479965751,38.3177098,7778.34916
12040,25,0.25,0.25,0.25,0.25,77.4,64.7,24,0.451103585,0.418219535,32.29905902,5393.56434
12041,12.5,0.25,0.25,0.63,0.5,69.7,58.2,1,0.545094508,0.455065287,36.34050331,6361.48951
12042,12.5,0.25,0.38,0.5,0.63,86,71.9,24,0.627442488,0.527895672,44.72163541,8247.52116
12043,25,0.5,0.25,0.75,0.63,77.4,64.7,16,0.470593127,0.437693166,33.97877886,5199.79211
12044,12.5,0.25,0.25,0.5,0.5,77.4,64.7,16,0.508104246,0.455614374,37.80745277,5864.12845
12045,12.5,0.25,0.38,0.38,0.63,69.7,58.2,24,0.410849197,0.381767872,29.64786104,4684.89321
12046,25,0.25,0.25,0.25,0.38,69.7,58.2,34,0.424778393,0.395435754,33.85831713,4867.94772
12047,12.5,6.64,0.042,0.147,0.021,86,71.9,3.77,0.617868887,0.503991707,43.07173864,8007.20621
12048,25,0.5,0.25,0.63,0.63,77.4,64.7,34,0.463187081,0.435203234,34.76957798,5429.68161
12049,12.5,0.25,0.25,0.25,0.25,94.6,79,1,0.564981991,0.468493268,38.54027918,6580.39696
12050,25,0.5,0.25,0.38,0.38,77.4,64.7,34,0.490016595,0.445071322,35.55753695,5192.88315
12051,12.5,0.25,0.25,0.25,0.38,86,71.9,1,0.493047698,0.448972519,35.34533175,5643.36045
12052,25,0.5,0.38,0.38,0.5,94.6,79,1,0.509782413,0.454917386,36.81018683,6187.95188
12053,25,0.25,0.25,0.25,0.75,86,71.9,34,0.38581266,0.405525072,30.05252128,4667.72494
12054,12.5,0.25,0.25,0.5,0.5,69.7,58.2,1,0.51204794,0.431072001,36.11395452,6521.29112
12055,12.5,0.25,0.25,0.5,0.63,77.4,64.7,1,0.586303901,0.490020262,40.65549833,7555.17159
12056,25,0.5,0.38,0.5,0.5,69.7,58.2,1,0.569713565,0.467854471,38.23520379,6994.24801
12057,25,0.5,0.25,0.75,0.75,69.7,58.2,16,0.429580755,0.392668897,31.92881551,4945.79443
12058,12.5,0.25,0.38,0.38,0.75,94.6,79,24,0.576561833,0.482874674,39.23966787,7222.00462
12059,25,0.5,0.38,0.63,0.5,77.4,64.7,34,0.404564858,0.4002977,30.15219795,4167.45124
12060,25,0.5,0.38,0.38,0.63,69.7,58.2,24,0.526681768,0.432722017,35.8744954,6626.8515
12061,25,0.5,0.25,0.75,0.75,69.7,58.2,34,0.392583006,0.409862936,31.59741611,4247.50893
12062,12.5,0.25,0.25,0.25,0.25,69.7,58.2,34,0.444908279,0.429230513,33.53267475,5033.68556
12063,12.5,0.25,0.38,0.5,0.5,77.4,64.7,16,0.621749749,0.513721618,43.95536146,8174.46338
12064,12.5,0.25,0.38,0.5,0.63,86,71.9,16,0.619006054,0.530933466,43.33471751,8007.20621
12065,25,0.5,0.25,0.5,0.63,69.7,58.2,34,0.439101795,0.379871916,29.55801912,5203.87681
12066,12.5,0.25,0.25,0.25,0.38,77.4,64.7,34,0.451291733,0.416537797,33.30696962,5063.85109
12067,25,0.5,0.25,0.75,0.63,69.7,58.2,16,0.543993679,0.445484498,37.71251297,6919.34518
12068,25,0.25,0.25,0.25,0.25,94.6,79,16,0.450102564,0.427430828,33.07391322,5837.21503
12069,25,0.5,0.38,0.63,0.75,69.7,58.2,34,0.46751899,0.417908804,34.15934595,5377.27086
12070,25,0.5,0.25,0.5,0.63,77.4,64.7,1,0.509158377,0.452143551,36.01862394,6019.26248
12071,12.5,0.25,0.25,0.38,0.38,94.6,79,16,0.507541905,0.450021969,36.92483932,6109.85047
12072,12.5,0.25,0.38,0.63,0.5,69.7,58.2,1,0.497503209,0.424690988,35.48700839,5830.48855
12073,25,0.5,0.25,0.63,0.63,69.7,58.2,1,0.497503209,0.424311942,35.38461174,6019.26248
12074,12.5,0.25,0.25,0.63,0.75,77.4,64.7,1,0.596036127,0.495912854,41.71941614,7570.48492
12075,12.5,0.25,0.25,0.63,0.63,69.7,58.2,16,0.599023157,0.467219599,38.23520379,7163.9441
12076,25,0.5,0.25,0.63,0.63,94.6,79,34,0.378917495,0.383219703,29.07835591,4336.10096
12077,25,0.5,0.25,0.5,0.5,77.4,64.7,16,0.449877074,0.395435754,31.92881551,5046.45734
12078,25,0.5,0.38,0.38,0.75,86,71.9,1,0.523845567,0.462462315,37.33160636,6615.69006
12079,12.5,0.25,0.25,0.75,0.75,94.6,79,1,0.606612254,0.497864974,41.19101338,7301.10622
12080,12.5,0.25,0.25,0.5,0.75,94.6,79,1,0.611462998,0.504716807,42.1419027,7933.30235
12081,12.5,0.25,0.25,0.25,0.63,77.4,64.7,16,0.551234401,0.460796109,38.64034468,7234.25525
12082,25,0.5,0.25,0.38,0.63,69.7,58.2,16,0.460205797,0.408088064,32.41787171,7400.77538
12083,12.5,0.25,0.38,0.5,0.63,77.4,64.7,24,0.62818447,0.513728593,43.2557857,8174.46338
12084,25,0.5,0.25,0.63,0.75,77.4,64.7,34,0.48638367,0.420093742,34.30007912,5637.9843
12085,12.5,0.25,0.25,0.63,0.75,94.6,79,1,0.613333283,0.506852617,42.17176453,7303.58812
12086,25,0.5,0.25,0.63,0.75,86,71.9,34,0.507541905,0.450498441,31.92881551,5852.8742
12087,12.5,0.25,0.25,0.5,0.5,94.6,79,16,0.603545036,0.503663416,42.82737534,7829.47294
12088,12.5,0.25,0.38,0.38,0.75,94.6,79,1,0.623063206,0.513721618,41.52614508,7888.41493
12089,25,0.5,0.25,0.38,0.63,94.6,79,1,0.583378727,0.480106144,40.86547798,7608.62182
12090,12.5,0.25,0.25,0.5,0.75,69.7,58.2,16,0.542163836,0.437354261,37.78237359,7183.10038
12091,12.5,0.25,0.38,0.38,0.75,86,71.9,1,0.582604099,0.49154744,40.81318096,7270.31832
12092,12.5,0.25,0.25,0.38,0.75,86,71.9,1,0.494677622,0.442789316,35.82485206,5773.00842
12093,12.5,0.25,0.25,0.63,0.63,69.7,58.2,16,0.538604193,0.444658692,37.67828481,7604.31584
12094,12.5,0.25,0.25,0.5,0.75,94.6,79,16,0.603524723,0.50404651,42.53222072,8969.40184
12095,12.5,0.25,0.38,0.5,0.63,69.7,58.2,1,0.53255682,0.457845739,36.94898618,6903.87339
12096,25,0.5,0.38,0.5,0.63,94.6,79,34,0.354086468,0.388167887,29.55949395,4393.52743
12097,12.5,0.25,0.25,0.75,0.75,86,71.9,34,0.466109593,0.434863988,34.78488765,5192.88315
12098,12.5,0.25,0.25,0.75,0.75,77.4,64.7,1,0.596551315,0.493257523,41.33629767,7861.46538
12099,12.5,0.25,0.25,0.5,0.63,94.6,79,16,0.506346175,0.452143551,36.41565722,6117.4759
12100,25,0.5,0.25,0.38,0.63,69.7,58.2,16,0.356664626,0.383219703,29.80324762,3626.36653
12101,25,0.25,0.25,0.38,0.63,77.4,64.7,34,0.488047919,0.42782472,34.83881461,5637.9843
12102,12.5,0.25,0.25,0.5,0.63,77.4,64.7,16,0.587319779,0.488469565,40.77135831,7175.06898
12103,12.5,0.25,0.38,0.5,0.63,77.4,64.7,24,0.509933842,0.429702536,35.11807556,5867.99722
12104,12.5,0.25,0.25,0.5,0.75,69.7,58.2,1,0.603524723,0.503663416,42.18519611,7617.39589
12105,25,0.5,0.38,0.5,0.75,77.4,64.7,34,0.473688611,0.438612787,34.83881461,5377.27086
12106,25,0.5,0.38,0.38,0.63,94.6,79,1,0.528899809,0.466492143,37.78638255,6822.97163
12107,12.5,0.25,0.25,0.75,0.5,86,71.9,1,0.623063206,0.511298321,43.00334146,8307.38018
12108,25,0.5,0.25,0.5,0.63,94.6,79,34,0.447668818,0.423013398,33.31223192,5221.35741
12109,25,0.5,0.38,0.38,0.63,86,71.9,34,0.482854142,0.44252903,35.93380223,5695.56442
12110,12.5,0.25,0.25,0.38,0.63,94.6,79,16,0.419015102,0.403128905,31.23191007,4644.60117
12111,37.5,0.25,0.25,0.25,0.25,86,71.9,34,0.383581787,0.394606103,30.5255093,3837.51296
12112,25,0.5,0.25,0.63,0.75,86,71.9,24,0.532627825,0.465952713,37.27729673,6392.35667
12113,25,0.5,0.25,0.75,0.75,86,71.9,16,0.476126065,0.460627726,37.4186977,5381.27266
12114,12.5,0.25,0.25,0.75,0.5,69.7,58.2,34,0.506793789,0.42727728,36.31159312,6109.85047
12115,25,0.5,0.38,0.5,0.63,77.4,64.7,24,0.479826829,0.437265704,33.12546719,5453.99382
12116,25,0.5,0.25,0.63,0.5,94.6,79,16,0.47973321,0.428118259,33.22890035,5811.21147
12117,12.5,0.25,0.38,0.5,0.5,86,71.9,24,0.573204799,0.487214901,40.65549833,7127.16457
12118,12.5,0.25,0.25,0.75,0.75,94.6,79,24,0.506260198,0.459101737,36.84586824,6093.31527
12119,12.5,0.25,0.38,0.5,0.5,86,71.9,1,0.571708025,0.487427885,40.36001849,7440.71201
12120,12.5,0.25,0.38,0.38,0.5,86,71.9,1,0.612390179,0.503371107,42.12881916,7878.81768
12121,12.5,0.25,0.25,0.38,0.38,77.4,64.7,16,0.571708025,0.471249919,38.65350945,7608.62182
12122,12.5,0.25,0.25,0.63,0.75,69.7,58.2,34,0.444254359,0.415971082,33.84753901,5151.38647
12123,25,0.5,0.25,0.38,0.5,77.4,64.7,34,0.496618271,0.443754909,35.09473308,5970.68186
12124,25,0.5,0.25,0.75,0.5,94.6,79,24,0.444479717,0.427683045,32.31099546,5330.06203
12125,12.5,0.25,0.25,0.63,0.63,69.7,58.2,34,0.532754792,0.440241496,36.31114278,6735.24371
12126,25,0.5,0.38,0.5,0.75,94.6,79,16,0.523070143,0.454917386,37.53578671,7455.41638
12127,25,0.5,0.25,0.5,0.5,69.7,58.2,34,0.463097152,0.438095887,34.33876109,5453.99382
12128,25,0.5,0.38,0.38,0.75,86,71.9,34,0.384981338,0.399983862,30.7671091,3948.98691
12129,25,0.5,0.38,0.38,0.75,77.4,64.7,1,0.509782413,0.453994528,36.63337572,6236.70711
12130,25,0.5,0.25,0.38,0.5,69.7,58.2,34,0.380852104,0.373748945,29.83315835,3813.16579
12131,25,0.5,0.25,0.5,0.75,94.6,79,1,0.496826261,0.443754909,35.80706195,5718.40817
12132,12.5,0.25,0.25,0.75,0.5,94.6,79,1,0.538604193,0.463058596,37.52543015,6771.72291
12133,25,0.5,0.25,0.5,0.5,86,71.9,34,0.561296524,0.47767525,39.85898134,6869.7776
12134,12.5,0.25,0.38,0.5,0.75,77.4,64.7,1,0.561962455,0.472468254,38.05729766,6898.39095
12135,12.5,0.25,0.25,0.25,0.25,77.4,64.7,16,0.490965919,0.444587916,35.28592597,5942.42162
12136,12.5,0.25,0.38,0.5,0.75,94.6,79,34,0.443419908,0.426678021,33.29902167,4936.36477
12137,12.5,0.25,0.25,0.5,0.5,69.7,58.2,34,0.401537849,0.379342921,31.92881551,4232.76231
12138,12.5,0.25,0.25,0.5,0.5,94.6,79,16,0.610321439,0.503991707,42.24537298,7576.39253
